project_id,compound_id,smiles,series,pIC50,logD,solubility_uM,microsomal_CLint,hERG_IC50_uM,Caco2_Papp,assay_date
KIN001,KIN001-177,NCc1ccc(NC(=O)c2ccc(O)cc2)c(CCO)c1,F,6.34,1.36,260.0,23.0,41.9,5.8,2026-02-20
KIN001,KIN001-178,Cc1cc(O)ccc1Nc1ncc(CCO)cn1,F,5.88,1.62,260.0,31.6,27.1,5.6,2026-02-26
KIN001,KIN001-179,CNc1ccc(C(=O)Nc2ccc(F)cc2C(F)(F)F)cc1,F,6.48,4.07,6.7,43.8,1.9,14.4,2026-02-24
KIN001,KIN001-180,CCOc1ccc(Nc2ncc(C)cn2)c(O)c1,F,6.23,2.61,92.9,35.9,26.0,15.4,2026-03-02
GPCR002,GPCR002-001,CCOc1cc(Cl)ccc1CNC(=O)c1ccc(CC)cc1,A,6.66,4.31,2.0,50.4,10.6,17.0,2026-01-09
GPCR002,GPCR002-002,O=C(NCc1ccc(CCO)cc1F)c1ccc(CCO)cc1,A,6.43,1.86,260.0,34.4,28.8,8.5,2026-01-10
GPCR002,GPCR002-003,O=C(NCc1ccc(CO)cc1Br)c1ccc(F)cc1,A,6.56,2.91,44.2,37.5,24.0,16.3,2026-01-16
GPCR002,GPCR002-004,CNc1ccc(CCN(C)C)c(Cl)c1F,A,5.64,2.78,29.2,39.0,26.9,13.2,2026-01-15
GPCR002,GPCR002-005,CN(C)CCc1ccc(O)c(CN)c1CCO,A,5.10,0.48,260.0,18.1,45.7,6.7,2026-01-20
GPCR002,GPCR002-006,COc1cc(CCO)ccc1CNC(=O)c1ccc(F)cc1,A,7.02,2.53,99.8,30.5,32.8,12.0,2026-01-24
GPCR002,GPCR002-007,CCN1CCN(CCc2ccc(NC)cc2OC)CC1,A,6.75,2.25,82.4,38.4,29.4,14.3,2026-01-19
GPCR002,GPCR002-008,Nc1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,A,6.66,1.97,202.1,29.2,41.0,14.8,2026-01-21
GPCR002,GPCR002-009,CCOc1ccc(CCN(C)C)c(C(F)(F)F)c1C(F)(F)F,A,5.88,4.17,1.0,55.4,9.7,18.9,2026-01-27
GPCR002,GPCR002-010,CN1CCN(CCc2ccc(F)cc2N)CC1,A,5.94,1.22,260.0,15.1,35.9,8.3,2026-01-25
GPCR002,GPCR002-011,Cc1ccc(CCN(C)C)c(F)c1C#N,A,5.42,2.09,99.6,24.8,33.7,13.0,2026-01-28
GPCR002,GPCR002-012,CN(C)CCc1ccc(NC=O)c(N)c1O,A,5.05,0.99,260.0,26.9,45.5,4.6,2026-01-30
GPCR002,GPCR002-013,Cc1ccc(CNC(=O)c2ccc(CCO)cc2)c(N)c1,A,6.62,2.03,260.0,36.2,33.6,11.9,2026-02-07
GPCR002,GPCR002-014,CCN1CCN(CCc2ccc(Br)cc2C#N)CC1,A,6.81,2.32,39.2,39.1,27.6,13.4,2026-02-09
GPCR002,GPCR002-015,CCc1c(CCN(C)C)ccc(N)c1CO,A,5.69,1.48,260.0,20.8,31.8,8.9,2026-02-10
GPCR002,GPCR002-016,COc1cc(C)ccc1CNC(=O)c1ccc(Cl)cc1,A,6.65,3.96,6.8,57.9,24.9,18.0,2026-02-06
GPCR002,GPCR002-017,CCc1cc(C#N)ccc1CNC(=O)c1ccc(O)cc1,A,6.78,3.19,50.1,39.2,26.1,14.8,2026-02-10
GPCR002,GPCR002-018,Cc1c(F)ccc(CCN(C)C)c1CO,A,5.34,1.69,45.1,31.9,31.8,10.3,2026-02-15
GPCR002,GPCR002-019,CCc1c(CCN(C)C)ccc(Br)c1N,A,6.42,2.67,49.4,33.2,25.2,14.9,2026-02-19
GPCR002,GPCR002-020,OCCc1cc(Cl)ccc1OCCN1CCOCC1,A,6.78,1.88,260.0,42.4,36.6,10.5,2026-02-20
GPCR002,GPCR002-021,CCOc1ccc(CCN2CCN(OC)CC2)c(C#N)c1,A,6.93,1.86,164.8,35.8,32.3,14.8,2026-02-22
GPCR002,GPCR002-022,CCc1ccc(CCN2CCN(CC)CC2)c(C(F)(F)F)c1,A,6.75,3.42,2.5,50.1,14.0,18.8,2026-02-20
GPCR002,GPCR002-023,OCCc1cc(Cl)ccc1CCN1CCN(O)CC1,A,6.65,1.29,260.0,25.8,40.8,10.4,2026-02-23
GPCR002,GPCR002-024,Cc1c(O)ccc(CCN(C)C)c1N,A,5.26,1.39,260.0,15.7,40.4,10.8,2026-02-28
GPCR002,GPCR002-025,CN(C)CCc1ccc(O)c(CCO)c1N,A,5.10,0.67,260.0,22.0,38.5,5.9,2026-03-03
GPCR002,GPCR002-026,Nc1ccc(CNC(=O)c2ccc(CO)cc2)c(Cl)c1,A,6.40,2.34,260.0,28.7,32.5,11.4,2026-03-05
GPCR002,GPCR002-027,N#Cc1cc(S)ccc1CCN1CCN(C(F)(F)F)CC1,A,6.85,2.42,39.5,37.5,29.2,13.1,2026-03-06
GPCR002,GPCR002-028,CN(C)CCc1ccc(S)c(F)c1C#N,A,5.69,2.01,140.8,38.2,32.1,12.3,2026-03-06
GPCR002,GPCR002-029,Nc1ccc(C(=O)NCc2ccc(N)cc2Br)cc1,A,6.28,2.64,218.3,23.4,31.7,10.4,2026-03-08
GPCR002,GPCR002-030,Cc1cc(C(F)(F)F)ccc1CNC(=O)c1ccc(Cl)cc1,A,6.00,4.40,1.0,53.6,7.2,16.3,2026-03-07
GPCR002,GPCR002-031,Cc1ccc(CNC(=O)c2ccc(N)cc2)c(OC=O)c1,B,6.44,2.34,111.4,24.5,33.4,9.1,2026-03-15
GPCR002,GPCR002-032,CNc1ccc(CCN(C)C)c(N)c1C#N,B,5.34,1.08,260.0,21.8,43.7,10.2,2026-03-14
GPCR002,GPCR002-033,CNc1cc(Cl)ccc1CNC(=O)c1ccc(OC)cc1,B,7.30,3.42,38.1,40.8,22.5,15.0,2026-03-13
GPCR002,GPCR002-034,CN(C)CCc1ccc(Cl)c(C(F)(F)F)c1C(F)(F)F,B,5.55,4.36,1.0,45.7,12.2,13.3,2026-03-19
GPCR002,GPCR002-035,O=CNc1cc(CO)ccc1CNC(=O)c1ccc(F)cc1,B,7.02,1.82,260.0,24.9,39.2,8.5,2026-03-20
GPCR002,GPCR002-036,CCOc1ccc(CCN(C)C)c(C#N)c1OC,B,6.24,2.22,83.6,41.7,31.6,14.2,2026-03-22
GPCR002,GPCR002-037,Cc1ccc(CCN(C)C)c(CN)c1CO,B,5.56,0.77,260.0,7.2,34.6,8.3,2026-03-23
GPCR002,GPCR002-038,CCc1cc(CN)ccc1CNC(=O)c1ccc(C#N)cc1,B,6.62,2.42,260.0,30.6,35.0,11.5,2026-03-23
GPCR002,GPCR002-039,CN(C)CCc1ccc(Br)c(O)c1C(F)(F)F,B,6.75,3.27,5.0,38.5,18.3,14.4,2026-03-30
GPCR002,GPCR002-040,CCc1cc(CO)ccc1CNC(=O)c1ccc(Cl)cc1,B,7.48,3.45,18.5,45.2,24.6,17.9,2026-03-31
GPCR002,GPCR002-041,CNc1cc(O)ccc1CNC(=O)c1ccc(OC)cc1,B,6.57,2.27,260.0,17.8,38.1,11.1,2026-04-03
GPCR002,GPCR002-042,O=C(NCc1ccc(CO)cc1O)c1ccc(C(F)(F)F)cc1,B,6.56,2.93,54.1,41.3,23.4,12.6,2026-03-30
GPCR002,GPCR002-043,CN(C)CCc1ccc(NC=O)c(CN)c1CCO,B,5.63,0.48,260.0,17.4,44.9,6.4,2026-04-03
GPCR002,GPCR002-044,COc1ccc(CCN2CCN(N)CC2)c(CCO)c1,B,5.93,0.29,260.0,13.8,42.3,4.5,2026-04-10
GPCR002,GPCR002-045,FN1CCN(CCc2ccc(Br)cc2C(F)(F)F)CC1,B,5.95,3.46,1.4,50.6,13.7,18.4,2026-04-10
GPCR002,GPCR002-046,NCN1CCN(CCc2ccc(O)cc2CO)CC1,B,5.46,0.10,260.0,20.0,42.5,3.8,2026-04-14
GPCR002,GPCR002-047,OCc1cc(O)ccc1CCN1CCN(CO)CC1,B,5.69,0.10,260.0,21.2,50.8,5.0,2026-04-15
GPCR002,GPCR002-048,CN(C)CCc1ccc(N)c(C#N)c1CO,B,5.63,0.65,260.0,11.4,43.5,3.8,2026-04-13
GPCR002,GPCR002-049,NCc1ccc(C(=O)NCc2ccc(CN)cc2N)cc1,B,5.57,1.11,260.0,20.7,45.1,4.5,2026-04-16
GPCR002,GPCR002-050,Oc1ccc(CCN2CCCCC2)c(O)c1,B,6.13,2.30,260.0,24.5,29.3,11.9,2026-04-15
GPCR002,GPCR002-051,CN(C)CCc1ccc(O)c(C(F)(F)F)c1F,B,6.26,2.74,31.2,25.3,21.6,16.9,2026-04-18
GPCR002,GPCR002-052,COc1ccc(C(=O)NCc2ccc(CN)cc2C)cc1,B,6.56,2.84,74.3,47.0,29.2,16.6,2026-04-22
GPCR002,GPCR002-053,CN(C)CCc1ccc(S)c(C(F)(F)F)c1CO,B,7.00,2.77,33.7,35.2,26.4,14.7,2026-04-28
GPCR002,GPCR002-054,CCOc1cc(CCO)ccc1CNC(=O)c1ccc(Cl)cc1,B,6.51,2.94,34.9,43.8,27.4,13.3,2026-04-27
GPCR002,GPCR002-055,CN(C)CCc1ccc(O)c(O)c1N,B,5.00,0.65,260.0,21.2,52.3,4.4,2026-04-30
GPCR002,GPCR002-056,CN(C)CCc1ccc(O)c(C#N)c1F,B,5.47,1.77,157.7,30.6,24.6,10.8,2026-05-04
GPCR002,GPCR002-057,COc1c(CCN(C)C)ccc(F)c1F,B,5.00,1.84,145.2,27.2,25.1,13.8,2026-04-29
GPCR002,GPCR002-058,CN(C)CCc1ccc(Cl)c(CCO)c1CO,B,6.27,1.95,260.0,31.1,30.2,11.7,2026-05-03
GPCR002,GPCR002-059,Cc1ccc(C(=O)NCc2ccc(C#N)cc2OC=O)cc1,B,6.40,2.77,40.8,36.1,30.0,14.6,2026-05-09
GPCR002,GPCR002-060,COc1ccc(CCN2CCN(OC)CC2)c(OC)c1,B,6.37,1.49,260.0,27.7,31.6,9.9,2026-05-11
GPCR002,GPCR002-061,CCOc1cc(F)ccc1CNC(=O)c1ccc(CC)cc1,C,7.23,3.51,6.9,46.5,20.2,14.7,2026-05-11
GPCR002,GPCR002-062,Nc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(O)c1,C,6.76,3.12,96.8,38.0,28.4,15.1,2026-05-13
GPCR002,GPCR002-063,CNc1cc(C(F)(F)F)ccc1CNC(=O)c1ccc(CO)cc1,C,6.24,3.53,28.8,49.4,22.1,13.3,2026-05-12
GPCR002,GPCR002-064,CN(C)CCc1ccc(Cl)c(C(F)(F)F)c1CCO,C,7.09,3.14,14.9,37.6,21.6,16.1,2026-05-19
GPCR002,GPCR002-065,CN(C)CCc1ccc(N)c(F)c1O,C,5.24,1.22,260.0,25.6,34.8,8.7,2026-05-19
GPCR002,GPCR002-066,O=CNc1ccc(OCCN2CCOCC2)c(CO)c1,C,5.87,0.60,260.0,23.6,47.2,6.3,2026-05-24
GPCR002,GPCR002-067,COc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(Br)c1,C,5.16,4.20,1.0,65.4,3.6,14.8,2026-05-19
GPCR002,GPCR002-068,CN(C)CCc1ccc(NC=O)c(Cl)c1Cl,C,6.58,2.70,40.3,35.7,22.9,15.8,2026-05-23
GPCR002,GPCR002-069,NCc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(Cl)c1,C,5.97,3.72,2.8,45.0,28.3,15.1,2026-05-24
GPCR002,GPCR002-070,Cc1cc(OC=O)ccc1CCN1CCN(C(F)(F)F)CC1,C,6.40,2.70,26.2,32.3,22.0,16.5,2026-05-29
GPCR002,GPCR002-071,CCc1ccc(C(=O)NCc2ccc(F)cc2N)cc1,C,6.47,3.17,85.6,50.8,22.2,15.8,2026-06-03
GPCR002,GPCR002-072,COc1ccc(CCN2CCN(N)CC2)c(C(F)(F)F)c1,C,7.38,2.18,54.9,32.4,34.4,13.6,2026-05-29
GPCR002,GPCR002-073,CCc1ccc(C(=O)NCc2ccc(OC)cc2NC)cc1,C,6.88,3.36,14.0,40.4,27.2,13.9,2026-06-03
GPCR002,GPCR002-074,Nc1cc(O)ccc1CCN1CCN(O)CC1,C,5.30,0.90,260.0,10.9,40.7,6.7,2026-06-04
GPCR002,GPCR002-075,CCc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(O)c1,C,6.41,4.27,3.3,47.7,14.2,16.5,2026-06-07
GPCR002,GPCR002-076,CN(C)CCc1ccc(S)c(Cl)c1C(F)(F)F,C,6.17,3.60,2.3,45.0,12.7,16.4,2026-06-08
GPCR002,GPCR002-077,FN1CCN(CCc2ccc(Cl)cc2C(F)(F)F)CC1,C,6.21,3.29,5.4,46.9,17.7,15.2,2026-01-08
GPCR002,GPCR002-078,CCc1ccc(OCCN2CCOCC2)c(OC)c1,C,6.43,2.08,167.6,33.2,35.9,14.5,2026-01-09
GPCR002,GPCR002-079,O=CNc1ccc(CCN2CCN(C(F)(F)F)CC2)c(O)c1,C,6.36,1.66,205.3,33.4,31.1,13.0,2026-01-10
GPCR002,GPCR002-080,CN(C)CCc1ccc(Cl)c(CO)c1F,C,5.92,2.03,260.0,24.1,30.6,12.3,2026-01-13
GPCR002,GPCR002-081,CCN1CCN(CCc2ccc(O)cc2CO)CC1,C,6.02,1.08,260.0,18.7,31.6,6.3,2026-01-18
GPCR002,GPCR002-082,COc1c(CCN(C)C)ccc(F)c1O,C,5.58,1.83,115.2,24.0,24.8,12.9,2026-01-14
GPCR002,GPCR002-083,CCc1ccc(CNC(=O)c2ccc(Cl)cc2)c(Br)c1,C,6.21,4.76,1.0,61.9,13.9,18.1,2026-01-23
GPCR002,GPCR002-084,Cc1c(F)ccc(CCN(C)C)c1CN,C,5.39,1.92,257.7,38.0,31.3,11.4,2026-01-21
GPCR002,GPCR002-085,N#Cc1ccc(CNC(=O)c2ccc(O)cc2)c(Br)c1,C,6.54,2.86,76.3,38.3,27.6,11.6,2026-01-26
GPCR002,GPCR002-086,CN1CCN(CCc2ccc(OC=O)cc2CO)CC1,C,5.85,0.74,260.0,15.8,42.9,7.1,2026-01-22
GPCR002,GPCR002-087,O=C(NCc1ccc(CCO)cc1O)c1ccc(C(F)(F)F)cc1,C,6.09,3.00,74.5,50.3,29.3,13.0,2026-01-25
GPCR002,GPCR002-088,CCc1ccc(C(=O)NCc2ccc(F)cc2NC)cc1,C,6.82,3.34,10.0,47.7,15.9,14.7,2026-01-29
GPCR002,GPCR002-089,O=C(NCc1ccc(C(F)(F)F)cc1S)c1ccc(CCO)cc1,C,6.03,3.70,8.8,47.9,16.4,17.7,2026-02-01
GPCR002,GPCR002-090,COc1ccc(CNC(=O)c2ccc(O)cc2)c(O)c1,C,6.19,1.94,260.0,22.5,35.9,8.7,2026-02-05
GPCR002,GPCR002-091,COc1ccc(C(=O)NCc2ccc(F)cc2F)cc1,D,6.60,3.25,28.3,45.0,25.5,15.0,2026-02-05
GPCR002,GPCR002-092,COc1cc(N)ccc1CNC(=O)c1ccc(Cl)cc1,D,7.11,3.14,42.8,41.5,30.3,13.2,2026-02-08
GPCR002,GPCR002-093,CN(C)CCc1ccc(NC=O)c(CCO)c1C#N,D,5.41,1.00,260.0,27.1,39.0,7.3,2026-02-09
GPCR002,GPCR002-094,CNc1ccc(CCN2CCN(O)CC2)c(C(F)(F)F)c1,D,7.45,1.96,260.0,29.2,35.9,13.2,2026-02-07
GPCR002,GPCR002-095,CCc1ccc(CNC(=O)c2ccc(N)cc2)c(Br)c1,D,6.89,3.38,9.0,42.4,19.5,14.5,2026-02-11
GPCR002,GPCR002-096,CCOc1cc(C#N)ccc1CNC(=O)c1ccc(Cl)cc1,D,6.89,3.73,13.4,42.8,22.6,14.0,2026-02-13
GPCR002,GPCR002-097,COc1cc(N)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,D,6.76,3.23,28.3,39.7,28.7,13.1,2026-02-13
GPCR002,GPCR002-098,Cc1c(F)ccc(CCN(C)C)c1Cl,D,5.23,2.96,10.2,39.2,21.2,16.9,2026-02-16
GPCR002,GPCR002-099,COc1c(CCN(C)C)ccc(F)c1CCO,D,6.02,1.42,260.0,21.4,41.2,7.9,2026-02-22
GPCR002,GPCR002-100,COc1cc(C#N)ccc1CNC(=O)c1ccc(C)cc1,D,6.50,2.84,109.2,39.1,22.8,12.8,2026-02-20
GPCR002,GPCR002-101,COc1c(C)ccc(CCN(C)C)c1Cl,D,5.94,2.82,17.2,36.3,20.0,15.5,2026-02-26
GPCR002,GPCR002-102,Cc1c(OC=O)ccc(CCN(C)C)c1O,D,5.46,1.30,260.0,20.5,35.4,9.9,2026-02-27
GPCR002,GPCR002-103,COc1c(Cl)ccc(CCN(C)C)c1O,D,5.73,2.27,120.2,34.8,29.0,14.4,2026-03-01
GPCR002,GPCR002-104,NCN1CCN(CCc2ccc(OC=O)cc2CCO)CC1,D,5.91,0.10,260.0,22.5,46.3,6.8,2026-03-02
GPCR002,GPCR002-105,CCc1cc(F)ccc1CCN1CCN(CO)CC1,D,6.10,1.89,80.9,32.4,35.0,15.0,2026-03-08
GPCR002,GPCR002-106,N#Cc1ccc(C(=O)NCc2ccc(C#N)cc2OC=O)cc1,D,6.71,1.79,260.0,15.8,34.4,9.2,2026-03-03
GPCR002,GPCR002-107,CNc1cc(CO)ccc1CNC(=O)c1ccc(Cl)cc1,D,7.14,2.69,63.9,31.8,29.0,10.5,2026-03-10
GPCR002,GPCR002-108,CCOc1ccc(CCN(C)C)c(C(F)(F)F)c1C#N,D,6.58,3.01,16.7,24.0,16.7,15.3,2026-03-12
GPCR002,GPCR002-109,CCc1c(CCN(C)C)ccc(NC)c1CN,D,6.13,2.00,221.7,30.8,31.9,13.9,2026-03-13
GPCR002,GPCR002-110,NCN1CCN(CCc2ccc(N)cc2N)CC1,D,5.05,0.25,260.0,12.8,55.7,1.9,2026-03-17
GPCR002,GPCR002-111,CCc1cc(F)ccc1CCN1CCCCC1,D,5.52,3.58,2.5,48.0,20.6,16.5,2026-03-20
GPCR002,GPCR002-112,CN(C)CCc1ccc(F)c(CN)c1CN,D,5.29,1.01,260.0,11.5,46.5,9.0,2026-03-21
GPCR002,GPCR002-113,CCOc1cc(CN)ccc1CNC(=O)c1ccc(CCO)cc1,D,6.16,2.25,260.0,46.6,31.4,10.8,2026-03-17
GPCR002,GPCR002-114,CN(C)CCc1ccc(Cl)c(N)c1Cl,D,6.08,2.91,27.4,31.8,21.9,14.7,2026-03-20
GPCR002,GPCR002-115,Cc1ccc(C(=O)NCc2ccc(Cl)cc2NC=O)cc1,D,7.07,3.26,23.7,36.0,29.9,13.0,2026-03-22
GPCR002,GPCR002-116,Nc1cc(NC=O)ccc1OCCN1CCOCC1,D,5.70,0.86,260.0,13.8,46.2,1.7,2026-03-23
GPCR002,GPCR002-117,CCc1c(NC)ccc(CCN(C)C)c1CCO,D,6.31,2.04,250.3,26.1,33.4,13.9,2026-03-26
GPCR002,GPCR002-118,CCc1ccc(CCN(C)C)c(F)c1O,D,5.67,2.26,62.9,31.5,20.6,11.7,2026-04-03
GPCR002,GPCR002-119,CCc1ccc(C(=O)NCc2ccc(C)cc2Br)cc1,D,5.98,4.13,1.1,44.2,12.0,15.1,2026-04-04
GPCR002,GPCR002-120,Cc1ccc(CNC(=O)c2ccc(N)cc2)c(NC=O)c1,D,6.11,1.96,260.0,29.8,35.4,9.5,2026-04-05
GPCR002,GPCR002-121,COc1ccc(CNC(=O)c2ccc(CO)cc2)c(F)c1,E,6.92,2.26,260.0,40.4,28.7,13.8,2026-04-05
GPCR002,GPCR002-122,CCc1ccc(CCN(C)C)c(C#N)c1N,E,5.46,1.84,260.0,29.5,30.6,13.4,2026-04-04
GPCR002,GPCR002-123,CNc1ccc(CCN2CCN(C#N)CC2)c(OC)c1,E,6.48,1.39,260.0,22.9,34.5,11.4,2026-04-12
GPCR002,GPCR002-124,O=COc1cc(CCO)ccc1CNC(=O)c1ccc(Cl)cc1,E,6.12,2.31,174.6,34.4,28.5,12.4,2026-04-14
GPCR002,GPCR002-125,Nc1cc(OC=O)ccc1CCN1CCN(C(F)(F)F)CC1,E,6.49,1.73,260.0,23.1,29.4,10.5,2026-04-11
GPCR002,GPCR002-126,Cc1ccc(CCN2CCN(N)CC2)c(O)c1,E,6.05,0.99,260.0,22.3,44.1,8.9,2026-04-17
GPCR002,GPCR002-127,CCc1c(Br)ccc(CCN(C)C)c1F,E,6.53,3.32,15.0,52.4,20.7,13.6,2026-04-21
GPCR002,GPCR002-128,COc1ccc(CCN2CCN(N)CC2)c(O)c1,E,5.06,0.60,260.0,17.9,46.9,5.5,2026-04-20
GPCR002,GPCR002-129,ON1CCN(CCc2ccc(Cl)cc2F)CC1,E,6.12,1.93,216.4,34.0,27.4,11.4,2026-04-25
GPCR002,GPCR002-130,N#CN1CCN(CCc2ccc(O)cc2CO)CC1,E,5.43,0.86,260.0,22.0,42.4,5.5,2026-04-25
GPCR002,GPCR002-131,CCc1ccc(C(=O)NCc2ccc(CN)cc2S)cc1,E,7.06,2.80,236.0,38.0,33.5,10.5,2026-04-27
GPCR002,GPCR002-132,COc1c(CCN(C)C)ccc(OC=O)c1N,E,5.86,1.03,260.0,34.5,42.8,9.8,2026-04-28
GPCR002,GPCR002-133,N#CN1CCN(CCc2ccc(OC=O)cc2O)CC1,E,5.73,0.59,260.0,14.3,37.8,7.6,2026-05-02
GPCR002,GPCR002-134,O=COc1cc(F)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,E,6.42,3.21,21.9,42.1,23.5,14.2,2026-05-05
GPCR002,GPCR002-135,OCCc1cc(Cl)ccc1CCN1CCN(Cl)CC1,E,6.17,2.12,98.8,41.6,27.8,9.0,2026-05-07
GPCR002,GPCR002-136,O=CNc1cc(O)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,E,6.43,2.71,120.9,41.7,24.8,10.5,2026-05-09
GPCR002,GPCR002-137,N#Cc1ccc(C(=O)NCc2ccc(F)cc2Cl)cc1,E,7.03,3.20,53.5,35.2,23.5,15.9,2026-05-04
GPCR002,GPCR002-138,CN(C)CCc1ccc(NC=O)c(CN)c1CN,E,5.26,0.34,260.0,11.0,47.1,5.2,2026-05-10
GPCR002,GPCR002-139,CNc1ccc(CCN2CCN(OC)CC2)c(CO)c1,E,6.61,1.21,260.0,16.7,41.5,11.5,2026-05-12
GPCR002,GPCR002-140,O=C(NCc1ccc(C(F)(F)F)cc1S)c1ccc(O)cc1,E,6.46,3.60,4.6,47.0,19.8,17.9,2026-05-10
GPCR002,GPCR002-141,Cc1cc(O)ccc1CNC(=O)c1ccc(CN)cc1,E,6.37,1.89,260.0,22.1,31.4,12.0,2026-05-13
GPCR002,GPCR002-142,NCc1cc(S)ccc1CCN1CCN(C(F)(F)F)CC1,E,6.07,1.98,115.8,31.0,30.4,11.6,2026-05-18
GPCR002,GPCR002-143,CN(C)CCc1ccc(N)c(F)c1CN,E,5.35,1.04,260.0,13.8,37.7,10.1,2026-05-17
GPCR002,GPCR002-144,N#Cc1ccc(C(=O)NCc2ccc(N)cc2O)cc1,E,5.74,1.74,260.0,21.4,46.1,6.0,2026-05-24
GPCR002,GPCR002-145,CN(C)CCc1ccc(N)c(N)c1CN,E,5.24,0.10,260.0,5.9,53.0,2.4,2026-05-24
GPCR002,GPCR002-146,COc1ccc(C(=O)NCc2ccc(C)cc2OC)cc1,E,7.18,2.81,28.9,35.3,24.3,12.9,2026-05-22
GPCR002,GPCR002-147,Nc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(S)c1,E,6.22,3.30,28.1,47.6,26.3,16.4,2026-05-31
GPCR002,GPCR002-148,COc1ccc(C(=O)NCc2ccc(C)cc2Cl)cc1,E,6.88,3.64,5.6,45.3,17.5,14.4,2026-05-29
GPCR002,GPCR002-149,CN(C)CCc1ccc(O)c(CO)c1C#N,E,5.64,0.75,260.0,16.4,44.8,8.1,2026-05-30
GPCR002,GPCR002-150,CCc1ccc(CCN(C)C)c(C#N)c1Cl,E,6.45,2.54,25.4,36.4,29.9,13.7,2026-06-06
GPCR002,GPCR002-151,O=C(NCc1ccc(CCO)cc1O)c1ccc(CO)cc1,F,6.08,1.26,260.0,27.6,36.0,5.3,2026-06-04
GPCR002,GPCR002-152,Cc1ccc(CCN(C)C)c(F)c1C(F)(F)F,F,6.26,3.10,9.7,31.9,24.5,18.9,2026-06-07
GPCR002,GPCR002-153,CCOc1ccc(CCN2CCN(OC)CC2)c(CC)c1,F,7.11,2.50,35.9,45.4,24.5,16.0,2026-06-06
GPCR002,GPCR002-154,OCc1cc(Br)ccc1CCN1CCN(CO)CC1,F,6.24,1.51,260.0,32.6,27.8,12.1,2026-01-09
GPCR002,GPCR002-155,O=CNc1cc(Cl)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,F,6.02,3.89,3.5,59.3,22.2,13.8,2026-01-09
GPCR002,GPCR002-156,Nc1ccc(C(=O)NCc2ccc(CO)cc2NC=O)cc1,F,5.69,1.16,260.0,29.4,45.0,3.2,2026-01-13
GPCR002,GPCR002-157,CCOc1ccc(CCN(C)C)c(CN)c1CC,F,6.16,2.49,48.3,39.7,24.0,17.5,2026-01-15
GPCR002,GPCR002-158,CCN1CCN(CCc2ccc(C)cc2CN)CC1,F,6.09,1.90,260.0,40.7,30.4,10.9,2026-01-18
GPCR002,GPCR002-159,CN(C)CCc1ccc(Br)c(CO)c1C#N,F,7.10,2.08,237.4,29.6,34.1,13.0,2026-01-18
GPCR002,GPCR002-160,Cc1ccc(C(=O)NCc2ccc(CO)cc2N)cc1,F,6.27,2.19,260.0,21.1,34.4,10.8,2026-01-21
GPCR002,GPCR002-161,CCc1ccc(CCN(C)C)c(CO)c1C,F,5.35,2.04,255.8,33.7,32.2,10.6,2026-01-23
GPCR002,GPCR002-162,CN(C)CCc1ccc(S)c(CO)c1F,F,5.96,1.62,260.0,31.2,37.2,9.4,2026-01-21
GPCR002,GPCR002-163,Cc1cc(F)ccc1CNC(=O)c1ccc(CO)cc1,F,6.89,2.41,55.6,28.6,25.0,15.3,2026-01-23
GPCR002,GPCR002-164,Cc1ccc(C(=O)NCc2ccc(Cl)cc2OC=O)cc1,F,7.18,3.41,45.1,50.2,24.3,18.8,2026-01-26
GPCR002,GPCR002-165,CNc1cc(C)ccc1CNC(=O)c1ccc(Cl)cc1,F,6.92,3.57,24.8,37.9,15.7,17.1,2026-01-30
GPCR002,GPCR002-166,Cc1cc(Cl)ccc1CNC(=O)c1ccc(O)cc1,F,6.53,3.17,22.1,54.8,31.4,15.9,2026-01-29
GPCR002,GPCR002-167,CCc1c(OC=O)ccc(CCN(C)C)c1C(F)(F)F,F,6.99,2.66,49.2,37.6,21.6,12.8,2026-02-04
GPCR002,GPCR002-168,CNc1ccc(CCN(C)C)c(O)c1CN,F,5.36,1.10,260.0,22.6,39.4,6.2,2026-02-02
GPCR002,GPCR002-169,Cc1ccc(C(=O)NCc2ccc(F)cc2Cl)cc1,F,6.40,3.39,13.1,40.9,26.7,11.1,2026-02-04
GPCR002,GPCR002-170,CCc1ccc(CNC(=O)c2ccc(CN)cc2)c(N)c1,F,6.34,2.41,260.0,42.1,35.9,8.2,2026-02-11
GPCR002,GPCR002-171,N#Cc1cc(NC=O)ccc1CCN1CCN(CN)CC1,F,5.72,0.31,260.0,10.8,43.0,1.7,2026-02-11
GPCR002,GPCR002-172,CN(C)CCc1ccc(Cl)c(O)c1CCO,F,5.88,1.91,260.0,31.1,32.9,13.4,2026-02-13
GPCR002,GPCR002-173,CN(C)CCc1ccc(OC=O)c(CCO)c1F,F,6.38,1.03,260.0,23.2,39.3,10.7,2026-02-10
