project_id,library_id,source,smiles,canonical_smiles,series,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds
GPCR002,GPCR002-PG01464,pregenerated,COc1ccc(C(=O)NCc2ccc(C)cc2C)cc1,COc1ccc(C(=O)NCc2ccc(C)cc2C)cc1,virtual,269.34,3.24,38.33,1,2,4
GPCR002,GPCR002-PG01465,pregenerated,CN(C)CCc1ccc(S)c(O)c1C(F)(F)F,CN(C)CCc1ccc(S)c(O)c1C(F)(F)F,virtual,265.30,2.80,23.47,2,3,3
GPCR002,GPCR002-PG01466,pregenerated,CCc1ccc(C(=O)NCc2ccc(Cl)cc2Cl)cc1,CCc1ccc(C(=O)NCc2ccc(Cl)cc2Cl)cc1,virtual,308.21,4.49,29.10,1,1,4
GPCR002,GPCR002-PG01467,pregenerated,Nc1cc(C(F)(F)F)ccc1CNC(=O)c1ccc(Cl)cc1,Nc1cc(C(F)(F)F)ccc1CNC(=O)c1ccc(Cl)cc1,virtual,328.72,3.87,55.12,2,2,3
GPCR002,GPCR002-PG01468,pregenerated,CN(C)CCc1ccc(Br)c(Cl)c1CCO,CN(C)CCc1ccc(Br)c(Cl)c1CCO,virtual,306.63,2.74,23.47,1,2,5
GPCR002,GPCR002-PG01469,pregenerated,CN(C)CCc1ccc(OC=O)c(C(F)(F)F)c1Cl,CN(C)CCc1ccc(OC=O)c(C(F)(F)F)c1Cl,virtual,295.69,3.00,29.54,0,3,5
GPCR002,GPCR002-PG01470,pregenerated,CN1CCN(CCc2ccc(F)cc2N)CC1,CN1CCN(CCc2ccc(F)cc2N)CC1,virtual,237.32,1.20,32.50,1,3,3
GPCR002,GPCR002-PG01471,pregenerated,O=COc1ccc(CCN2CCN(O)CC2)c(C(F)(F)F)c1,O=COc1ccc(CCN2CCN(O)CC2)c(C(F)(F)F)c1,virtual,318.29,1.79,53.01,1,5,5
GPCR002,GPCR002-PG01472,pregenerated,N#Cc1cc(NC=O)ccc1CCN1CCN(O)CC1,N#Cc1cc(NC=O)ccc1CCN1CCN(O)CC1,virtual,274.32,0.68,79.60,2,5,5
GPCR002,GPCR002-PG01473,pregenerated,Cc1ccc(CCN(C)C)c(F)c1O,Cc1ccc(CCN(C)C)c(F)c1O,virtual,197.25,1.94,23.47,1,2,3
GPCR002,GPCR002-PG01474,pregenerated,CCOc1ccc(CCN(C)C)c(CN)c1N,CCOc1ccc(CCN(C)C)c(CN)c1N,virtual,237.35,1.23,64.51,2,4,6
GPCR002,GPCR002-PG01475,pregenerated,CNc1ccc(CCN(C)C)c(O)c1C,CNc1ccc(CCN(C)C)c(O)c1C,virtual,208.31,1.85,35.50,2,3,4
GPCR002,GPCR002-PG01476,pregenerated,COc1c(CCN(C)C)ccc(Br)c1C(F)(F)F,COc1c(CCN(C)C)ccc(Br)c1C(F)(F)F,virtual,326.16,3.58,12.47,0,2,4
GPCR002,GPCR002-PG01477,pregenerated,CCOc1cc(C#N)ccc1CNC(=O)c1ccc(Cl)cc1,CCOc1cc(C#N)ccc1CNC(=O)c1ccc(Cl)cc1,virtual,314.77,3.54,62.12,1,3,5
GPCR002,GPCR002-PG01478,pregenerated,COc1ccc(C(=O)NCc2ccc(O)cc2NC=O)cc1,COc1ccc(C(=O)NCc2ccc(O)cc2NC=O)cc1,virtual,300.31,1.90,87.66,3,4,6
GPCR002,GPCR002-PG01479,pregenerated,N#Cc1ccc(CNC(=O)c2ccc(F)cc2)c(F)c1,N#Cc1ccc(CNC(=O)c2ccc(F)cc2)c(F)c1,virtual,272.25,2.77,52.89,1,2,3
GPCR002,GPCR002-PG01480,pregenerated,N#CN1CCN(CCc2ccc(N)cc2CN)CC1,N#CN1CCN(CCc2ccc(N)cc2CN)CC1,virtual,259.36,0.37,82.31,2,5,4
GPCR002,GPCR002-PG01481,pregenerated,CN(C)CCc1ccc(Br)c(CN)c1CCO,CN(C)CCc1ccc(Br)c(CN)c1CCO,virtual,301.23,1.55,49.49,2,3,6
GPCR002,GPCR002-PG01482,pregenerated,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1Cl,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1Cl,virtual,330.57,4.23,3.24,0,1,3
GPCR002,GPCR002-PG01483,pregenerated,CCOc1ccc(CCN(C)C)c(CCO)c1F,CCOc1ccc(CCN(C)C)c(CCO)c1F,virtual,255.33,1.86,32.70,1,3,7
GPCR002,GPCR002-PG01484,pregenerated,COc1ccc(CNC(=O)c2ccc(CO)cc2)c(OC=O)c1,COc1ccc(CNC(=O)c2ccc(CO)cc2)c(OC=O)c1,virtual,315.33,1.65,84.86,2,5,7
GPCR002,GPCR002-PG01485,pregenerated,O=COc1ccc(CCN2CCN(CO)CC2)c(CO)c1,O=COc1ccc(CCN2CCN(CO)CC2)c(CO)c1,virtual,294.35,-0.18,73.24,2,6,7
GPCR002,GPCR002-PG01486,pregenerated,COc1ccc(CCN2CCN(CN)CC2)c(O)c1,COc1ccc(CCN2CCN(CN)CC2)c(O)c1,virtual,265.36,0.48,61.96,2,5,5
GPCR002,GPCR002-PG01487,pregenerated,N#Cc1ccc(CNC(=O)c2ccc(CCO)cc2)c(Cl)c1,N#Cc1ccc(CNC(=O)c2ccc(CCO)cc2)c(Cl)c1,virtual,314.77,2.68,73.12,2,3,5
GPCR002,GPCR002-PG01488,pregenerated,CCc1ccc(C(=O)NCc2ccc(N)cc2NC)cc1,CCc1ccc(C(=O)NCc2ccc(N)cc2NC)cc1,virtual,283.38,2.80,67.15,3,3,5
GPCR002,GPCR002-PG01489,pregenerated,Cc1ccc(CNC(=O)c2ccc(C#N)cc2)c(C)c1,Cc1ccc(CNC(=O)c2ccc(C#N)cc2)c(C)c1,virtual,264.33,3.11,52.89,1,2,3
GPCR002,GPCR002-PG01490,pregenerated,CN1CCN(CCc2ccc(Br)cc2F)CC1,CN1CCN(CCc2ccc(Br)cc2F)CC1,virtual,301.20,2.38,6.48,0,2,3
GPCR002,GPCR002-PG01491,pregenerated,CCOc1cc(CO)ccc1CNC(=O)c1ccc(C)cc1,CCOc1cc(CO)ccc1CNC(=O)c1ccc(C)cc1,virtual,299.37,2.82,58.56,2,3,6
GPCR002,GPCR002-PG01492,pregenerated,Oc1cc(Cl)ccc1CCN1CCN(O)CC1,Oc1cc(Cl)ccc1CCN1CCN(O)CC1,virtual,256.73,1.59,46.94,2,4,3
GPCR002,GPCR002-PG01493,pregenerated,OCN1CCN(CCc2ccc(Br)cc2O)CC1,OCN1CCN(CCc2ccc(Br)cc2O)CC1,virtual,315.21,1.26,46.94,2,4,4
GPCR002,GPCR002-PG01494,pregenerated,CCOc1cc(N)ccc1CNC(=O)c1ccc(N)cc1,CCOc1cc(N)ccc1CNC(=O)c1ccc(N)cc1,virtual,285.35,2.18,90.37,3,4,5
GPCR002,GPCR002-PG01495,pregenerated,O=C(NCc1ccc(Cl)cc1F)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccc(Cl)cc1F)c1ccc(C(F)(F)F)cc1,virtual,331.70,4.43,29.10,1,1,3
GPCR002,GPCR002-PG01496,pregenerated,CN(C)CCc1ccc(S)c(O)c1C#N,CN(C)CCc1ccc(S)c(O)c1C#N,virtual,222.31,1.66,47.26,2,4,3
GPCR002,GPCR002-PG01497,pregenerated,CON1CCN(CCc2ccc(F)cc2N)CC1,CON1CCN(CCc2ccc(F)cc2N)CC1,virtual,253.32,1.13,41.73,1,4,4
GPCR002,GPCR002-PG01498,pregenerated,CCc1ccc(CCN(C)C)c(C)c1C,CCc1ccc(CCN(C)C)c(C)c1C,virtual,205.34,2.97,3.24,0,1,4
GPCR002,GPCR002-PG01499,pregenerated,Cc1ccc(CCN2CCN(CO)CC2)c(F)c1,Cc1ccc(CCN2CCN(CO)CC2)c(F)c1,virtual,252.33,1.24,26.71,1,3,4
GPCR002,GPCR002-PG01500,pregenerated,Cc1ccc(C(=O)NCc2ccc(N)cc2N)cc1,Cc1ccc(C(=O)NCc2ccc(N)cc2N)cc1,virtual,255.32,2.09,81.14,3,3,3
GPCR002,GPCR002-PG01501,pregenerated,CCc1ccc(CNC(=O)c2ccc(CO)cc2)c(CC)c1,CCc1ccc(CNC(=O)c2ccc(CO)cc2)c(CC)c1,virtual,297.40,3.23,49.33,2,2,6
GPCR002,GPCR002-PG01502,pregenerated,COc1ccc(CCN2CCN(CO)CC2)c(CCO)c1,COc1ccc(CCN2CCN(CO)CC2)c(CCO)c1,virtual,294.39,0.34,56.17,2,5,7
GPCR002,GPCR002-PG01503,pregenerated,CCc1cc(OC)ccc1CNC(=O)c1ccc(CCO)cc1,CCc1cc(OC)ccc1CNC(=O)c1ccc(CCO)cc1,virtual,313.40,2.72,58.56,2,3,7
GPCR002,GPCR002-PG01504,pregenerated,CCc1ccc(CNC(=O)c2ccc(CCO)cc2)c(CC)c1,CCc1ccc(CNC(=O)c2ccc(CCO)cc2)c(CC)c1,virtual,311.43,3.28,49.33,2,2,7
GPCR002,GPCR002-PG01505,pregenerated,Nc1cc(OC=O)ccc1OCCN1CCOCC1,Nc1cc(OC=O)ccc1OCCN1CCOCC1,virtual,266.30,0.51,74.02,1,6,6
GPCR002,GPCR002-PG01506,pregenerated,Cc1ccc(C(=O)NCc2ccc(CN)cc2NC=O)cc1,Cc1ccc(C(=O)NCc2ccc(CN)cc2NC=O)cc1,virtual,297.36,1.95,84.22,3,3,6
GPCR002,GPCR002-PG01507,pregenerated,CN(C)CCc1ccc(F)c(CN)c1C#N,CN(C)CCc1ccc(F)c(CN)c1C#N,virtual,221.28,1.26,53.05,1,3,4
GPCR002,GPCR002-PG01508,pregenerated,CCc1c(S)ccc(CCN(C)C)c1Cl,CCc1c(S)ccc(CCN(C)C)c1Cl,virtual,243.80,3.30,3.24,1,2,4
GPCR002,GPCR002-PG01509,pregenerated,Cc1ccc(CCN(C)C)c(Cl)c1C(F)(F)F,Cc1ccc(CCN(C)C)c(Cl)c1C(F)(F)F,virtual,265.71,3.77,3.24,0,1,3
GPCR002,GPCR002-PG01510,pregenerated,COc1ccc(C(=O)NCc2ccc(F)cc2C)cc1,COc1ccc(C(=O)NCc2ccc(F)cc2C)cc1,virtual,273.31,3.07,38.33,1,2,4
GPCR002,GPCR002-PG01511,pregenerated,Nc1cc(Cl)ccc1CCN1CCN(F)CC1,Nc1cc(Cl)ccc1CCN1CCN(F)CC1,virtual,257.74,1.97,32.50,1,3,3
GPCR002,GPCR002-PG01512,pregenerated,CCc1ccc(C(=O)NCc2ccc(Cl)cc2CC)cc1,CCc1ccc(C(=O)NCc2ccc(Cl)cc2CC)cc1,virtual,301.82,4.39,29.10,1,1,5
GPCR002,GPCR002-PG01513,pregenerated,O=C(NCc1ccc(Cl)cc1Br)c1ccc(O)cc1,O=C(NCc1ccc(Cl)cc1Br)c1ccc(O)cc1,virtual,340.60,3.74,49.33,2,2,3
GPCR002,GPCR002-PG01514,pregenerated,Cc1ccc(CCN2CCN(CO)CC2)c(C(F)(F)F)c1,Cc1ccc(CCN2CCN(CO)CC2)c(C(F)(F)F)c1,virtual,302.34,2.12,26.71,1,3,4
GPCR002,GPCR002-PG01515,pregenerated,COc1c(CCN(C)C)ccc(O)c1C(F)(F)F,COc1c(CCN(C)C)ccc(O)c1C(F)(F)F,virtual,263.26,2.52,32.70,1,3,4
GPCR002,GPCR002-PG01516,pregenerated,Cc1ccc(CCN2CCN(F)CC2)c(O)c1,Cc1ccc(CCN2CCN(F)CC2)c(O)c1,virtual,238.31,1.75,26.71,1,3,3
GPCR002,GPCR002-PG01517,pregenerated,CNc1cc(CN)ccc1CNC(=O)c1ccc(Cl)cc1,CNc1cc(CN)ccc1CNC(=O)c1ccc(Cl)cc1,virtual,303.79,2.77,67.15,3,3,5
GPCR002,GPCR002-PG01518,pregenerated,NCc1ccc(CNC(=O)c2ccc(CO)cc2)c(F)c1,NCc1ccc(CNC(=O)c2ccc(CO)cc2)c(F)c1,virtual,288.32,1.71,75.35,3,3,5
GPCR002,GPCR002-PG01519,pregenerated,Cc1ccc(CCN(C)C)c(F)c1N,Cc1ccc(CCN(C)C)c(F)c1N,virtual,196.27,1.82,29.26,1,2,3
GPCR002,GPCR002-PG01520,pregenerated,CNc1ccc(CCN2CCN(CCO)CC2)c(C)c1,CNc1ccc(CCN2CCN(CCO)CC2)c(C)c1,virtual,277.41,1.19,38.74,2,4,6
GPCR002,GPCR002-PG01521,pregenerated,CCc1c(O)ccc(CCN(C)C)c1O,CCc1c(O)ccc(CCN(C)C)c1O,virtual,209.29,1.76,43.70,2,3,4
GPCR002,GPCR002-PG01522,pregenerated,CCc1ccc(CNC(=O)c2ccc(C)cc2)c(Br)c1,CCc1ccc(CNC(=O)c2ccc(C)cc2)c(Br)c1,virtual,332.24,4.25,29.10,1,1,4
GPCR002,GPCR002-PG01523,pregenerated,CNc1cc(OC)ccc1CNC(=O)c1ccc(Cl)cc1,CNc1cc(OC)ccc1CNC(=O)c1ccc(Cl)cc1,virtual,304.78,3.32,50.36,2,3,5
GPCR002,GPCR002-PG01524,pregenerated,COc1ccc(C(=O)NCc2ccc(O)cc2OC=O)cc1,COc1ccc(C(=O)NCc2ccc(O)cc2OC=O)cc1,virtual,301.30,1.87,84.86,2,5,6
GPCR002,GPCR002-PG01525,pregenerated,Cc1cc(O)ccc1CNC(=O)c1ccc(O)cc1,Cc1cc(O)ccc1CNC(=O)c1ccc(O)cc1,virtual,257.29,2.34,69.56,3,3,3
GPCR002,GPCR002-PG01526,pregenerated,NCc1cc(N)ccc1CCN1CCN(N)CC1,NCc1cc(N)ccc1CCN1CCN(N)CC1,virtual,249.36,-0.24,84.54,3,5,4
GPCR002,GPCR002-PG01527,pregenerated,CN(C)CCc1ccc(Br)c(CO)c1CCO,CN(C)CCc1ccc(Br)c(CO)c1CCO,virtual,302.21,1.58,43.70,2,3,6
GPCR002,GPCR002-PG01528,pregenerated,O=C(NCc1ccc(F)cc1S)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccc(F)cc1S)c1ccc(C(F)(F)F)cc1,virtual,329.32,4.06,29.10,2,2,3
GPCR002,GPCR002-PG01529,pregenerated,CCc1c(OC=O)ccc(CCN(C)C)c1C,CCc1c(OC=O)ccc(CCN(C)C)c1C,virtual,235.33,2.20,29.54,0,3,6
GPCR002,GPCR002-PG01530,pregenerated,O=C(NCc1ccc(CCO)cc1O)c1ccc(CO)cc1,O=C(NCc1ccc(CCO)cc1O)c1ccc(CO)cc1,virtual,301.34,1.35,89.79,4,4,6
GPCR002,GPCR002-PG01531,pregenerated,O=CNc1ccc(CCN2CCN(O)CC2)c(CCO)c1,O=CNc1ccc(CCN2CCN(O)CC2)c(CCO)c1,virtual,293.37,0.34,76.04,3,5,7
GPCR002,GPCR002-PG01532,pregenerated,CON1CCN(CCc2ccc(N)cc2CO)CC1,CON1CCN(CCc2ccc(N)cc2CO)CC1,virtual,265.36,0.48,61.96,2,5,5
GPCR002,GPCR002-PG01533,pregenerated,Nc1ccc(C(=O)NCc2ccc(CO)cc2Br)cc1,Nc1ccc(C(=O)NCc2ccc(CO)cc2Br)cc1,virtual,335.20,2.45,75.35,3,3,4
GPCR002,GPCR002-PG01534,pregenerated,COc1ccc(CNC(=O)c2ccc(N)cc2)c(Cl)c1,COc1ccc(CNC(=O)c2ccc(N)cc2)c(Cl)c1,virtual,290.75,2.86,64.35,2,3,4
GPCR002,GPCR002-PG01535,pregenerated,Nc1ccc(CNC(=O)c2ccc(Cl)cc2)c(S)c1,Nc1ccc(CNC(=O)c2ccc(Cl)cc2)c(S)c1,virtual,292.79,3.14,55.12,3,3,3
GPCR002,GPCR002-PG01536,pregenerated,Nc1ccc(CCN2CCN(C(F)(F)F)CC2)c(C(F)(F)F)c1,Nc1ccc(CCN2CCN(C(F)(F)F)CC2)c(C(F)(F)F)c1,virtual,341.30,2.97,32.50,1,3,3
GPCR002,GPCR002-PG01537,pregenerated,CCN1CCN(CCc2ccc(NC=O)cc2Cl)CC1,CCN1CCN(CCc2ccc(NC=O)cc2Cl)CC1,virtual,295.81,2.09,35.58,1,3,6
GPCR002,GPCR002-PG01538,pregenerated,NN1CCN(CCc2ccc(O)cc2F)CC1,NN1CCN(CCc2ccc(O)cc2F)CC1,virtual,239.29,0.57,52.73,2,4,3
GPCR002,GPCR002-PG01539,pregenerated,NCc1cc(Br)ccc1CCN1CCN(N)CC1,NCc1cc(Br)ccc1CCN1CCN(N)CC1,virtual,313.24,0.94,58.52,2,4,4
GPCR002,GPCR002-PG01540,pregenerated,COc1ccc(C(=O)NCc2ccc(N)cc2OC)cc1,COc1ccc(C(=O)NCc2ccc(N)cc2OC)cc1,virtual,286.33,2.22,73.58,2,4,5
GPCR002,GPCR002-PG01541,pregenerated,Cc1c(CCN(C)C)ccc(N)c1N,Cc1c(CCN(C)C)ccc(N)c1N,virtual,193.29,1.26,55.28,2,3,3
GPCR002,GPCR002-PG01542,pregenerated,CCOc1ccc(CCN2CCN(O)CC2)c(C#N)c1,CCOc1ccc(CCN2CCN(O)CC2)c(C#N)c1,virtual,275.35,1.51,59.73,1,5,5
GPCR002,GPCR002-PG01543,pregenerated,CCc1c(S)ccc(CCN(C)C)c1C,CCc1c(S)ccc(CCN(C)C)c1C,virtual,223.38,2.95,3.24,1,2,4
GPCR002,GPCR002-PG01544,pregenerated,CCc1cc(S)ccc1CCN1CCN(CO)CC1,CCc1cc(S)ccc1CCN1CCN(CO)CC1,virtual,280.44,1.65,26.71,2,4,5
GPCR002,GPCR002-PG01545,pregenerated,Cc1ccc(CNC(=O)c2ccc(C#N)cc2)c(N)c1,Cc1ccc(CNC(=O)c2ccc(C#N)cc2)c(N)c1,virtual,265.32,2.38,78.91,2,3,3
GPCR002,GPCR002-PG01546,pregenerated,CCOc1cc(CC)ccc1CNC(=O)c1ccc(N)cc1,CCOc1cc(CC)ccc1CNC(=O)c1ccc(N)cc1,virtual,298.39,3.16,64.35,2,3,6
GPCR002,GPCR002-PG01547,pregenerated,NCc1cc(F)ccc1CCN1CCN(CCO)CC1,NCc1cc(F)ccc1CCN1CCN(CCO)CC1,virtual,281.38,0.44,52.73,2,4,6
GPCR002,GPCR002-PG01548,pregenerated,O=C(NCc1ccc(CCO)cc1S)c1ccc(CCO)cc1,O=C(NCc1ccc(CCO)cc1S)c1ccc(CCO)cc1,virtual,331.44,1.97,69.56,4,4,7
GPCR002,GPCR002-PG01549,pregenerated,CNc1cc(CCO)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,CNc1cc(CCO)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,virtual,352.36,3.21,61.36,3,3,6
GPCR002,GPCR002-PG01550,pregenerated,CON1CCN(CCc2ccc(NC=O)cc2N)CC1,CON1CCN(CCc2ccc(NC=O)cc2N)CC1,virtual,278.36,0.56,70.83,2,5,6
GPCR002,GPCR002-PG01551,pregenerated,Cc1ccc(CNC(=O)c2ccc(CO)cc2)c(NC=O)c1,Cc1ccc(CNC(=O)c2ccc(CO)cc2)c(NC=O)c1,virtual,298.34,1.99,78.43,3,3,6
GPCR002,GPCR002-PG01552,pregenerated,CN(C)CCc1ccc(N)c(CO)c1F,CN(C)CCc1ccc(N)c(CO)c1F,virtual,212.27,1.00,49.49,2,3,4
GPCR002,GPCR002-PG01553,pregenerated,CCOc1ccc(CCN(C)C)c(Cl)c1C,CCOc1ccc(CCN(C)C)c(Cl)c1C,virtual,241.76,3.15,12.47,0,2,5
GPCR002,GPCR002-PG01554,pregenerated,O=C(NCc1ccc(Cl)cc1S)c1ccc(F)cc1,O=C(NCc1ccc(Cl)cc1S)c1ccc(F)cc1,virtual,295.77,3.70,29.10,2,2,3
GPCR002,GPCR002-PG01555,pregenerated,CCc1cc(Cl)ccc1CNC(=O)c1ccc(O)cc1,CCc1cc(Cl)ccc1CNC(=O)c1ccc(O)cc1,virtual,289.76,3.54,49.33,2,2,4
GPCR002,GPCR002-PG01556,pregenerated,Cc1ccc(CCN2CCN(Cl)CC2)c(C)c1,Cc1ccc(CCN2CCN(Cl)CC2)c(C)c1,virtual,252.79,2.62,6.48,0,2,3
GPCR002,GPCR002-PG01557,pregenerated,CCc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(S)c1,CCc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(S)c1,virtual,339.38,4.49,29.10,2,2,4
GPCR002,GPCR002-PG01558,pregenerated,Cc1ccc(C(=O)NCc2ccc(N)cc2Br)cc1,Cc1ccc(C(=O)NCc2ccc(N)cc2Br)cc1,virtual,319.20,3.27,55.12,2,2,3
GPCR002,GPCR002-PG01559,pregenerated,NCN1CCN(CCc2ccc(Cl)cc2C(F)(F)F)CC1,NCN1CCN(CCc2ccc(Cl)cc2C(F)(F)F)CC1,virtual,321.77,2.44,32.50,1,3,4
GPCR002,GPCR002-PG01560,pregenerated,COc1c(S)ccc(CCN(C)C)c1Cl,COc1c(S)ccc(CCN(C)C)c1Cl,virtual,245.77,2.74,12.47,1,3,4
GPCR002,GPCR002-PG01561,pregenerated,Cc1ccc(CCN2CCN(N)CC2)c(F)c1,Cc1ccc(CCN2CCN(N)CC2)c(F)c1,virtual,237.32,1.17,32.50,1,3,3
GPCR002,GPCR002-PG01562,pregenerated,N#CN1CCN(CCc2ccc(NC=O)cc2C(F)(F)F)CC1,N#CN1CCN(CCc2ccc(NC=O)cc2C(F)(F)F)CC1,virtual,326.32,1.91,59.37,1,4,5
GPCR002,GPCR002-PG01563,pregenerated,COc1cc(N)ccc1CNC(=O)c1ccc(CO)cc1,COc1cc(N)ccc1CNC(=O)c1ccc(CO)cc1,virtual,286.33,1.70,84.58,3,4,5
GPCR002,GPCR002-PG01564,pregenerated,CN(C)CCc1ccc(Cl)c(F)c1O,CN(C)CCc1ccc(Cl)c(F)c1O,virtual,217.67,2.29,23.47,1,2,3
GPCR002,GPCR002-PG01565,pregenerated,CCN1CCN(CCc2ccc(NC=O)cc2N)CC1,CCN1CCN(CCc2ccc(NC=O)cc2N)CC1,virtual,276.38,1.02,61.60,2,4,6
GPCR002,GPCR002-PG01566,pregenerated,CCc1ccc(CCN(C)C)c(N)c1C#N,CCc1ccc(CCN(C)C)c(N)c1C#N,virtual,217.32,1.81,53.05,1,3,4
GPCR002,GPCR002-PG01567,pregenerated,FC(F)(F)c1cc(Cl)ccc1OCCN1CCOCC1,FC(F)(F)c1cc(Cl)ccc1OCCN1CCOCC1,virtual,309.72,3.07,21.70,0,3,4
GPCR002,GPCR002-PG01568,pregenerated,NCc1ccc(C(=O)NCc2ccc(Cl)cc2S)cc1,NCc1ccc(C(=O)NCc2ccc(Cl)cc2S)cc1,virtual,306.82,3.02,55.12,3,3,4
GPCR002,GPCR002-PG01569,pregenerated,O=CNc1cc(CCO)ccc1CNC(=O)c1ccc(Cl)cc1,O=CNc1cc(CCO)ccc1CNC(=O)c1ccc(Cl)cc1,virtual,332.79,2.37,78.43,3,3,7
GPCR002,GPCR002-PG01570,pregenerated,Cc1cc(N)ccc1CNC(=O)c1ccc(F)cc1,Cc1cc(N)ccc1CNC(=O)c1ccc(F)cc1,virtual,258.30,2.65,55.12,2,2,3
GPCR002,GPCR002-PG01571,pregenerated,Nc1ccc(CCN2CCN(CO)CC2)c(CO)c1,Nc1ccc(CCN2CCN(CO)CC2)c(CO)c1,virtual,265.36,-0.13,72.96,3,5,5
GPCR002,GPCR002-PG01572,pregenerated,CON1CCN(CCc2ccc(Br)cc2CCO)CC1,CON1CCN(CCc2ccc(Br)cc2CCO)CC1,virtual,343.27,1.71,35.94,1,4,6
GPCR002,GPCR002-PG01573,pregenerated,Cc1c(CCN(C)C)ccc(Br)c1C(F)(F)F,Cc1c(CCN(C)C)ccc(Br)c1C(F)(F)F,virtual,310.16,3.88,3.24,0,1,3
GPCR002,GPCR002-PG01574,pregenerated,COc1cc(CCO)ccc1CCN1CCCCC1,COc1cc(CCO)ccc1CCN1CCCCC1,virtual,263.38,2.26,32.70,1,3,6
GPCR002,GPCR002-PG01575,pregenerated,Nc1ccc(CNC(=O)c2ccc(CO)cc2)c(OC=O)c1,Nc1ccc(CNC(=O)c2ccc(CO)cc2)c(OC=O)c1,virtual,300.31,1.23,101.65,3,5,6
GPCR002,GPCR002-PG01576,pregenerated,NCc1cc(O)ccc1CCN1CCN(CCO)CC1,NCc1cc(O)ccc1CCN1CCN(CCO)CC1,virtual,279.38,0.00,72.96,3,5,6
GPCR002,GPCR002-PG01577,pregenerated,COc1ccc(CCN2CCN(N)CC2)c(N)c1,COc1ccc(CCN2CCN(N)CC2)c(N)c1,virtual,250.35,0.31,67.75,2,5,4
GPCR002,GPCR002-PG01578,pregenerated,NCc1ccc(C(=O)NCc2ccc(CN)cc2Cl)cc1,NCc1ccc(C(=O)NCc2ccc(CN)cc2Cl)cc1,virtual,303.79,2.19,81.14,3,3,5
GPCR002,GPCR002-PG01579,pregenerated,CNc1cc(O)ccc1CCN1CCCCC1,CNc1cc(O)ccc1CCN1CCCCC1,virtual,234.34,2.46,35.50,2,3,4
GPCR002,GPCR002-PG01580,pregenerated,O=C(NCc1ccc(Cl)cc1S)c1ccc(O)cc1,O=C(NCc1ccc(Cl)cc1S)c1ccc(O)cc1,virtual,293.78,3.26,49.33,3,3,3
GPCR002,GPCR002-PG01581,pregenerated,N#CN1CCN(CCc2ccc(Br)cc2F)CC1,N#CN1CCN(CCc2ccc(Br)cc2F)CC1,virtual,312.19,2.23,30.27,0,3,3
GPCR002,GPCR002-PG01582,pregenerated,COc1cc(C)ccc1CNC(=O)c1ccc(CCO)cc1,COc1cc(C)ccc1CNC(=O)c1ccc(CCO)cc1,virtual,299.37,2.47,58.56,2,3,6
GPCR002,GPCR002-PG01583,pregenerated,Nc1ccc(CCN2CCN(F)CC2)c(N)c1,Nc1ccc(CCN2CCN(F)CC2)c(N)c1,virtual,238.31,0.90,58.52,2,4,3
GPCR002,GPCR002-PG01584,pregenerated,OCCc1cc(Br)ccc1CCN1CCN(O)CC1,OCCc1cc(Br)ccc1CCN1CCN(O)CC1,virtual,329.24,1.53,46.94,2,4,5
GPCR002,GPCR002-PG01585,pregenerated,CNc1cc(C#N)ccc1CNC(=O)c1ccc(N)cc1,CNc1cc(C#N)ccc1CNC(=O)c1ccc(N)cc1,virtual,280.33,2.11,90.94,3,4,4
GPCR002,GPCR002-PG01586,pregenerated,CN(C)CCc1ccc(N)c(Cl)c1N,CN(C)CCc1ccc(N)c(Cl)c1N,virtual,213.71,1.61,55.28,2,3,3
GPCR002,GPCR002-PG01587,pregenerated,OCCc1cc(Cl)ccc1CCN1CCN(O)CC1,OCCc1cc(Cl)ccc1CCN1CCN(O)CC1,virtual,284.79,1.42,46.94,2,4,5
GPCR002,GPCR002-PG01588,pregenerated,CCc1c(CCN(C)C)ccc(C)c1O,CCc1c(CCN(C)C)ccc(C)c1O,virtual,207.32,2.37,23.47,1,2,4
GPCR002,GPCR002-PG01589,pregenerated,Cc1ccc(CCN2CCN(CN)CC2)c(F)c1,Cc1ccc(CCN2CCN(CN)CC2)c(F)c1,virtual,251.35,1.21,32.50,1,3,4
GPCR002,GPCR002-PG01590,pregenerated,N#Cc1ccc(C(=O)NCc2ccc(Cl)cc2N)cc1,N#Cc1ccc(C(=O)NCc2ccc(Cl)cc2N)cc1,virtual,285.73,2.72,78.91,2,3,3
GPCR002,GPCR002-PG01591,pregenerated,CCc1ccc(C(=O)NCc2ccc(C)cc2NC=O)cc1,CCc1ccc(C(=O)NCc2ccc(C)cc2NC=O)cc1,virtual,296.37,3.06,58.20,2,2,6
GPCR002,GPCR002-PG01592,pregenerated,COc1ccc(CCN2CCN(CO)CC2)c(CO)c1,COc1ccc(CCN2CCN(CO)CC2)c(CO)c1,virtual,280.37,0.30,56.17,2,5,6
